n,a1,a2,a3,b1,b2,b3,c1,c2,v1,v2,p1,p2,t1,t2,l1,l2,h1,h2,o,time
458,0.311941000,52211,52211.000,0.311940900,15074,15074.000,0.311941000,973.96400000,7460192.16468442,23506230.25909985,0.314739234,0.319021484,1766,4755,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:56:12.319433
459,0.311597000,4700,4700.000,0.311487200,9600,9600.000,0.311623400,2747.93000000,7466604.05768442,23512642.15209985,0.314736714,0.319019516,1768,4757,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:57:12.456592
460,0.311356300,46244,46244.000,0.311356200,23851,23851.000,0.311356300,2500.00000000,7489104.05768442,23535142.15209985,0.314727035,0.319012342,1771,4760,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:58:12.848650
461,0.311017600,37410,37410.000,0.311017500,275,275.000,0.311356100,5513.07038294,7531564.52313205,23577602.61754748,0.314708031,0.318998554,1780,4769,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:59:12.984405
462,0.310667600,14300,14300.000,0.310667500,1,1.000,0.310667500,100.72066603,7533710.31833205,23575590.28260807,0.314706893,0.318996824,1784,4767,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:00:13.402728
463,0.310416200,99,99.000,0.310261700,9857,9857.000,0.310414500,14190.23067777,7643043.91426750,23618564.32397325,0.314644583,0.318941062,1799,4777,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:01:13.539661
464,0.309783000,14300,14300.000,0.309782900,244,244.000,0.310416100,256.17103133,7643398.13219883,23618918.54190458,0.314644387,0.318940935,1801,4779,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:02:13.673591
465,0.309618900,17186,17186.000,0.309509900,9600,9600.000,0.309457300,6293.24200000,7670633.52454884,23642257.84646466,0.314626275,0.318929159,1811,4786,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:03:13.810750
466,0.309951700,70200,70200.000,0.309951600,237,237.000,0.309807700,0.00000002,7687967.17454884,23659591.49646466,0.314614994,0.318922341,1819,4794,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:04:13.973135
467,0.310009900,45993,45993.000,0.309830300,9600,9600.000,0.309951600,236.75617085,7688203.93071969,23632144.57163551,0.314614850,0.318914656,1820,4792,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:05:14.105053
468,0.310300200,4700,4700.000,0.310207700,17143,17143.000,0.310336300,0.00002552,7688414.24361855,23626546.71150043,0.314614732,0.318912977,1825,4787,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:06:14.238299
469,0.310655500,48245,48245.000,0.310531100,17121,17121.000,0.310655500,59.08130000,7688570.99525636,23623592.26313824,0.314614648,0.318912084,1829,4790,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:07:14.379507
470,0.311125600,98,98.000,0.311125500,26692,26692.000,0.311124500,1000.00000000,7689629.88213519,23624651.15001707,0.314614165,0.318911734,1833,4794,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:08:14.514933
471,0.311113000,4700,4700.000,0.311021500,17098,17098.000,0.311125600,97.57290000,7689908.62981206,23622940.76969394,0.314614038,0.318911108,1835,4795,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:09:14.919326
472,0.311125600,1,1.000,0.311125500,76103,76103.000,0.311125600,97.57290000,7689908.62981206,23622940.76969394,0.314614038,0.318911108,1835,4795,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:10:15.056233
473,0.310671500,9600,9600.000,0.310399800,9600,9600.000,0.310959900,2042.49200000,7697764.37081206,23629457.53069394,0.314610408,0.318908108,1837,4794,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:11:15.189344
474,0.310219500,4700,4700.000,0.310097000,17148,17148.000,0.310959900,2042.49200000,7697764.37081206,23614457.53069394,0.314610408,0.318903704,1837,4792,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:12:15.324082
475,0.310144600,9600,9600.000,0.310007500,17154,17154.000,0.310302200,31563.35516077,7858765.59990479,23763140.84978667,0.314518879,0.318840815,1847,4799,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:13:15.494629
476,0.310191900,4700,4700.000,0.310072900,17150,17150.000,0.310302200,31563.35516077,7858765.59990479,23763140.84978667,0.314518879,0.318840815,1847,4799,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:14:15.638055
477,0.309859400,17176,17176.000,0.309629900,9600,9600.000,0.310000000,16771.66299999,7876294.96290478,23730341.59062390,0.314508842,0.318819884,1849,4796,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:15:15.772761
478,0.310031500,4700,4700.000,0.309834700,17162,17162.000,0.310000000,16771.66299999,7876294.96290478,23730341.59062390,0.314508842,0.318819884,1849,4796,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:16:16.014612
479,0.309349800,96781,96781.000,0.309349700,81,81.000,0.309400000,17399.07659987,8003627.55950465,23857674.18722377,0.314431352,0.318770879,1866,4813,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 12:17:16.149931
480,0.309719700,9600,9600.000,0.309459100,17183,17183.000,0.309349700,0.00000056,8311927.27953406,24165926.59725318,0.314234804,0.318647901,1913,4859,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:18:16.290991
481,0.309024800,9601,9601.000,0.309024700,599,599.000,0.309024800,56.31570000,8312308.07202399,24166304.36974311,0.314234555,0.318647745,1919,4864,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:19:16.418391
482,0.309763000,9600,9600.000,0.309646900,17173,17173.000,0.309380400,0.00008238,8312764.45260637,24165260.75032549,0.314234271,0.318647146,1924,4868,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:20:16.550186
483,0.309430100,18494,18494.000,0.309183200,49673,49673.000,0.309494800,0.00000351,8313264.45260636,24165756.17032548,0.314233992,0.318646957,1929,4872,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:21:16.683914
484,0.309783600,9600,9600.000,0.309694900,9600,9600.000,0.309791600,47.72000000,8330952.74260636,24140991.97044070,0.314224076,0.318628665,1937,4875,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:22:16.819206
485,0.309791600,47,47.000,0.309678800,9600,9600.000,0.309791600,47.72000000,8330952.74260636,24140991.97044070,0.314224076,0.318628665,1937,4875,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:23:16.955031
486,0.309581500,9600,9600.000,0.309307300,17177,17177.000,0.309791500,85.61416293,8363332.51787456,24173371.74570890,0.314206916,0.318616828,1942,4880,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:24:17.085224
487,0.309452200,9600,9600.000,0.309371900,17173,17173.000,0.309499900,46.88000000,8363379.39787456,24115573.89554809,0.314206889,0.318601863,1943,4872,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:25:17.218941
488,0.309718800,86,86.000,0.309679200,4700,4700.000,0.309677100,10400.00000000,8384604.59787456,24124799.09554809,0.314195426,0.318590918,1946,4873,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:26:17.356615
489,0.309637000,9600,9600.000,0.309494600,1703,1703.000,0.309677100,10400.00000000,8384604.59787456,24124236.65554809,0.314195426,0.318590776,1946,4872,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:27:17.555825
490,0.309702100,9600,9600.000,0.309502800,9600,9600.000,0.309264500,744.50210779,8466939.82772305,24199920.28539658,0.314148263,0.318557633,1954,4877,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:28:17.694475
491,0.309419100,71567,71567.000,0.309419000,6821,6821.000,0.309419100,750.67376254,8467690.50148559,24169837.35999764,0.314147843,0.318549597,1955,4863,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:29:17.840733
492,0.309276300,9600,9600.000,0.308955300,17206,17206.000,0.309585800,75.77700000,8474586.94348559,24156733.80199764,0.314143997,0.318541913,1957,4863,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:30:17.976769
493,0.309648000,18779,18779.000,0.309647900,78274,78274.000,0.309648000,17447.71294592,8492034.65648559,24173974.88684386,0.314134759,0.318535444,1959,4864,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:31:18.120166
494,0.309861200,9600,9600.000,0.309709700,9600,9600.000,0.309754600,101.40116140,8510942.17073640,24190965.56609467,0.314124794,0.318528033,1962,4865,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:32:18.259284
495,0.310000000,8000,8000.000,0.309950700,9600,9600.000,0.309754600,101.40116140,8510942.17073640,24188455.15609467,0.314124794,0.318527426,1962,4853,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:33:18.514812
496,0.310000000,8000,8000.000,0.309981600,9600,9600.000,0.309754600,101.40116140,8510942.17073640,24173267.25609467,0.314124794,0.318523840,1962,4849,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:34:18.922888
497,0.309867400,38743,38743.000,0.309681200,9600,9600.000,0.309999900,4518.26000000,8530460.43073640,24162785.51609467,0.314115356,0.318509874,1966,4848,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:35:19.092002
498,0.310519200,20000,20000.000,0.310413500,9600,9600.000,0.310209200,62.45436277,8538887.31801913,24155249.41337740,0.314111301,0.318502910,1973,4849,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:36:19.232973
499,0.310377500,9600,9600.000,0.310267800,17139,17139.000,0.310588800,2501.15844486,8541388.47646399,24157750.57182226,0.314110270,0.318502090,1974,4850,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:37:19.380641
500,0.310038500,4700,4700.000,0.310025800,9600,9600.000,0.310025800,1500.00000000,8551387.31806399,24167349.41342226,0.314105494,0.318498489,1981,4856,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:38:19.517156
501,0.310150300,9600,9600.000,0.310025700,10356,10356.000,0.310216000,2845.96165257,8589020.85137028,24204982.94672855,0.314088161,0.318485508,1985,4860,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:39:19.664142
502,0.310025800,84779,84779.000,0.310025700,9115,9115.000,0.310025700,1241.30000000,8590262.15137028,24200173.32672855,0.314087574,0.318483722,1986,4860,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:40:19.796225
503,0.310150300,1,1.000,0.310150200,62300,62300.000,0.310150300,0.00246642,8591262.16837028,24200317.79372855,0.314087116,0.318483186,1989,4862,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:41:19.954920
504,0.310714600,4700,4700.000,0.310623600,4700,4700.000,0.310727800,10000.00000000,8639363.58837028,24243539.00472855,0.314065766,0.318465805,1996,4867,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:42:20.181812
505,0.310860000,200,200.000,0.310857600,9600,9600.000,0.310742500,5400.00000000,8654672.58837028,24258848.00472855,0.314059906,0.318460937,1999,4870,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:43:20.583946
506,0.310895500,9600,9600.000,0.310808700,9600,9600.000,0.310984500,1438.27000000,8658339.20596408,24257553.25232235,0.314058599,0.318458775,2004,4874,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:44:20.986996
507,0.311003800,51,51.000,0.311003700,116125,116125.000,0.311003800,37.83000000,8658377.03596408,24254591.75032235,0.314058585,0.318458136,2005,4872,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:45:21.119974
508,0.311324100,21806,21806.000,0.311324000,603,603.000,0.311148300,78.44372561,8658966.23618041,24255180.95053868,0.314058383,0.318457957,2013,4880,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:46:21.256845
509,0.311592500,4700,4700.000,0.311550000,9537,9537.000,0.311550000,0.00000112,8672934.21401300,24262178.38321909,0.314054251,0.318452520,2020,4884,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:47:21.396471
510,0.311657600,5,5.000,0.311657500,78848,78848.000,0.311657600,70.35776192,8673056.98528833,24252633.02639442,0.314054216,0.318450504,2022,4880,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:48:21.526589
511,0.311845900,56,56.000,0.311714500,9600,9600.000,0.311844600,2534.00000000,8675849.75142237,24255425.79244125,0.314053501,0.318449742,2027,4884,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:49:21.663434
512,0.312114300,4700,4700.000,0.311974600,9600,9600.000,0.312211400,3699.86687247,9424485.49142237,24998883.89714125,0.313923148,0.318267805,2063,4918,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:50:21.832303
513,0.311907600,25074,25074.000,0.311641600,9600,9600.000,0.312108000,1742.98105943,9545216.37737238,25118614.78309126,0.313898751,0.318237420,2075,4929,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:51:21.972991
514,0.311661900,4700,4700.000,0.311547000,4700,4700.000,0.311505400,5000.00000000,9552268.74468855,25125667.15040743,0.313897021,0.318235545,2078,4932,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:52:22.120584
515,0.311688200,4700,4700.000,0.311625500,9600,9600.000,0.311505400,5000.00000000,9552268.74468855,25124133.10911284,0.313897021,0.318235137,2078,4931,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:53:22.250502
516,0.311829500,11231,11231.000,0.311725500,9600,9600.000,0.312014500,2202.88954303,9606584.62468855,25178448.98911284,0.313885650,0.318221440,2085,4938,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:54:22.391258
517,0.311625200,14300,14300.000,0.311625100,6684,6684.000,0.312014500,2202.88954303,9606584.62468855,25178323.92911284,0.313885650,0.318221408,2085,4937,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:55:22.528608
518,0.311619500,109134,109134.000,0.311619400,17510,17510.000,0.311619400,4758.47520000,9620899.18118855,25192486.78561284,0.313882282,0.318217620,2088,4939,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:56:22.658200
519,0.311414200,17057,17057.000,0.311299300,9600,9600.000,0.311570200,229.88000000,9621288.67118855,25182380.41561284,0.313882190,0.318214905,2090,4937,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:57:22.869637
520,0.311491300,9600,9600.000,0.311363400,9600,9600.000,0.311224600,0.00000039,9669837.33127449,25220849.19449878,0.313868950,0.318198701,2098,4942,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:58:23.033087
521,0.311290300,9600,9600.000,0.311216300,52560,52560.000,0.311224600,0.00000039,9669837.33127449,25220849.19449878,0.313868950,0.318198701,2098,4942,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 12:59:23.175830
522,0.311302700,4700,4700.000,0.311231800,9600,9600.000,0.311224600,0.00000039,9669837.33127449,25220849.19449878,0.313868950,0.318198701,2098,4942,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:00:23.594919
523,0.311294000,9600,9600.000,0.311241800,4700,4700.000,0.311224600,0.00000039,9669837.33127449,25215638.19367696,0.313868950,0.318197252,2098,4940,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:01:23.747682
524,0.311315600,16700,16700.000,0.311315500,90104,90104.000,0.311224600,0.00000039,9669837.33127449,25198638.19367696,0.313868950,0.318192844,2098,4938,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:02:24.138218
525,0.311441500,92,92.000,0.311441400,31358,31358.000,0.311441400,14573.02000000,9705810.35127449,25234611.21367696,0.313859736,0.318183136,2101,4941,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:03:24.276874
526,0.311507800,9695,9695.000,0.311507700,29214,29214.000,0.311441500,91.47557098,9709865.82684547,25237158.15924794,0.313858726,0.318181652,2103,4942,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:04:24.459310
527,0.311534000,9600,9600.000,0.311486800,17074,17074.000,0.311507800,3751.68308803,9713711.72684547,25240304.05924794,0.313857795,0.318180449,2105,4943,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:05:24.601834
528,0.311625000,1378,1378.000,0.311624900,42590,42590.000,0.311625000,122.46142983,9713889.23795401,25217895.32583930,0.313857754,0.318174431,2110,4945,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:06:24.749528
529,0.311617700,9569,9569.000,0.311501600,17072,17072.000,0.311617700,31.46000000,9713920.69795401,25217289.73583930,0.313857746,0.318174255,2111,4943,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:07:24.882736
530,0.311588800,16765,16765.000,0.311588700,5447,5447.000,0.311617700,31.46000000,9713920.69795401,25217229.35583930,0.313857746,0.318174239,2111,4942,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:08:25.037633
531,0.311311700,9600,9600.000,0.311212200,4700,4700.000,0.311360500,12500.00000000,9747369.87495401,25250678.53283930,0.313849650,0.318165396,2114,4945,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:09:25.175269
532,0.311364900,9600,9600.000,0.311234200,9600,9600.000,0.311337300,540.00000000,9747909.87495401,25249601.99283930,0.313849511,0.318164865,2115,4944,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:10:25.304354
533,0.311082500,4700,4700.000,0.311017600,9600,9600.000,0.311105300,501.00000000,9748505.33495401,25250197.45283930,0.313849347,0.318164700,2117,4946,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:11:25.436247
534,0.311102700,9600,9600.000,0.310999600,4700,4700.000,0.311136400,1750.00000000,9750255.33495401,25250022.92283930,0.313848860,0.318163767,2118,4944,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:12:25.586740
535,0.310903300,9600,9600.000,0.310874100,1174,1174.000,0.310914500,3.16000000,9750258.49495401,25248750.45603776,0.313848859,0.318163477,2119,4940,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:13:25.746413
536,0.310456400,9600,9600.000,0.310320700,17225,17225.000,0.310448700,0.00000003,9754021.58114096,25251513.54222471,0.313847648,0.318162133,2128,4948,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:14:25.900870
537,0.310247000,187447,187447.000,0.310246900,43364,43364.000,0.310256100,54304.01000000,9909842.28533610,25403726.51641985,0.313792719,0.318113399,2136,4954,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:15:26.040130
538,0.310715900,46270,46270.000,0.310504100,40000,40000.000,0.310247000,2320.39500000,10106213.31552553,25589097.54660928,0.313723823,0.318050437,2148,4964,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:16:26.176727
539,0.310700400,9600,9600.000,0.310545700,17210,17210.000,0.310667000,450.00000000,10106663.31552553,25589547.54660928,0.313723687,0.318050308,2149,4965,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:17:26.306969
540,0.311053100,9600,9600.000,0.310938900,17189,17189.000,0.311075700,224.35092623,10107632.09552553,25560516.32660928,0.313723406,0.318042216,2152,4966,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:18:26.735469
541,0.310978100,80784,80784.000,0.310978000,978,978.000,0.310978000,866.80115427,10109799.36552553,25552501.74941200,0.313722816,0.318038920,2155,4967,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:19:26.869478
542,0.310914800,11050,11050.000,0.310801100,9600,9600.000,0.310718700,300.00000000,10111074.32452585,25553776.70841232,0.313722462,0.318038564,2157,4969,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:20:27.006718
543,0.310954200,9600,9600.000,0.310816500,9600,9600.000,0.310840900,71.11000000,10112139.43452585,25554841.81841232,0.313722151,0.318038261,2159,4971,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:21:27.135501
544,0.310917500,9600,9600.000,0.310789700,17237,17237.000,0.310840900,71.11000000,10112139.43452585,25554841.81841232,0.313722151,0.318038261,2159,4971,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:22:27.263174
545,0.310872100,9600,9600.000,0.310814600,21166,21166.000,0.310814700,131.18848899,10113306.56301484,25539459.07210546,0.313721816,0.318033852,2161,4971,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:23:27.413907
546,0.311609700,72,72.000,0.311581000,9600,9600.000,0.311519700,90.99745567,10113710.72532015,25523560.98441077,0.313721717,0.318029731,2166,4973,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:24:27.548478
547,0.312975300,94,94.000,0.312923100,9600,9600.000,0.312757200,1026.91064064,10171211.70566092,25568561.96475154,0.313710762,0.318012791,2176,4980,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:25:27.967604
548,0.312886500,11050,11050.000,0.312771300,17211,17211.000,0.312974100,200.00000000,10176509.37284006,25572747.78193068,0.313710465,0.318011524,2180,4983,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:26:28.364783
549,0.312396500,83028,83028.000,0.312337700,17238,17238.000,0.312829200,1400.00000000,10179787.83157436,25560953.46817219,0.313710182,0.318007207,2182,4976,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:27:28.513209
550,0.312576000,60300,60300.000,0.312575900,10666,10666.000,0.312599800,3800.00000000,10201898.74243240,25571064.37903023,0.313707786,0.317999654,2190,4982,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:28:28.645477
551,0.312252800,4700,4700.000,0.312191400,9600,9600.000,0.312235200,261.24175521,10212825.58132957,25581689.04792740,0.313706566,0.317997257,2194,4985,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:29:28.842584
552,0.311979500,4700,4700.000,0.311979400,2048,2048.000,0.312235200,261.24175521,10212825.58132957,25558230.05500764,0.313706566,0.317991713,2194,4982,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:30:28.985693
553,0.311692900,4700,4700.000,0.311591300,9600,9600.000,0.311736200,391.37583050,10213764.95665601,25546719.43033408,0.313706392,0.317988336,2196,4980,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:31:29.185714
554,0.311735300,9600,9600.000,0.311537000,17280,17280.000,0.311696600,40.47000000,10214267.17145457,25545154.07513264,0.313706298,0.317987714,2198,4979,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:32:29.339037
555,0.311825500,91,91.000,0.311825400,128147,128147.000,0.311798700,5000.00000000,10219267.17145457,25510729.65472427,0.313705365,0.317977462,2199,4974,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:33:29.483320
556,0.312143500,79,79.000,0.312047200,17253,17253.000,0.312095200,1523.11185333,10220936.79752551,25425909.29511032,0.313705100,0.317958259,2202,4959,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:34:29.627744
557,0.312013100,88116,88116.000,0.312013000,31556,31556.000,0.311986800,5700.00000000,10240936.79752551,25412606.10511032,0.313701684,0.317946211,2205,4955,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:35:29.785222
558,0.311891400,73441,73441.000,0.311878100,9600,9600.000,0.311995600,3917.65172329,10244854.44924880,25381955.28148594,0.313701031,0.317937813,2206,4949,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:36:29.944056
559,0.312155900,72,72.000,0.312155800,80557,80557.000,0.312132500,5609.52000000,10276877.94924880,25355478.78148594,0.313696069,0.317917842,2211,4942,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:37:30.130895
560,0.312369300,9600,9600.000,0.312309700,9600,9600.000,0.312426900,941.23000000,10281287.69924880,25359888.53148594,0.313695488,0.317916872,2218,4949,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:38:30.274904
561,0.312256000,185298,185298.000,0.312255900,5929,5929.000,0.312256000,50.00000000,10281337.69924880,25357879.20148594,0.313695481,0.317916432,2219,4949,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:39:30.406168
562,0.311760700,9600,9600.000,0.311734800,11847,11847.000,0.312158000,11876.22775547,10299302.48024880,25288599.85497890,0.313692856,0.317893688,2222,4939,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:40:30.550883
563,0.311560700,9600,9600.000,0.311469300,4700,4700.000,0.311601400,8077.80236103,10308380.28260983,25168052.98867203,0.313691027,0.317862720,2224,4940,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:41:30.701425
564,0.311581300,17347,17347.000,0.311449900,9600,9600.000,0.311516300,5000.00000000,10360116.28035704,25219788.98641924,0.313678975,0.317849211,2231,4947,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:42:30.847799
565,0.311646600,11112,11112.000,0.311578300,9600,9600.000,0.311516300,5000.00000000,10360116.28035704,25204338.30204116,0.313678975,0.317845651,2231,4946,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:43:30.984728
566,0.311420200,14300,14300.000,0.311420100,4766,4766.000,0.311477000,2347.15100000,10363284.99135704,25201247.91304116,0.313678313,0.317843438,2233,4946,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:44:31.113084
567,0.311239900,9600,9600.000,0.311188400,11847,11847.000,0.311420100,4635.20700001,10368050.41835704,25190998.79004116,0.313677275,0.317838754,2238,4948,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:45:31.256463
568,0.311021200,4700,4700.000,0.310912700,4700,4700.000,0.311420100,4635.20700001,10368050.41835704,25155998.79004116,0.313677275,0.317830665,2238,4945,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:46:31.449041
569,0.310905300,9600,9600.000,0.310734400,17380,17380.000,0.310924400,20700.00000000,10403282.12835704,25191230.50004116,0.313667775,0.317820933,2243,4950,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:47:31.614091
570,0.311031000,4700,4700.000,0.310860600,17372,17372.000,0.310924400,20700.00000000,10403282.12835704,25159342.72004116,0.313667775,0.317814081,2243,4944,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:48:31.756640
571,0.310734000,170,170.000,0.310649300,4700,4700.000,0.310368100,0.00000010,10503648.60643099,25259709.19811511,0.313637000,0.317784809,2257,4958,0.308447800,0.308447800,0.320937300,0.327913700,0.320167700,2021-06-16 13:49:31.893475
